nicely	637.0	102.0	13.0	0.0	1.0	0.0
prepare	637.0	102.0	1.0	0.0	1.0	0.0
half	637.0	102.0	4.0	2.0	0.0	1.0
upload	637.0	102.0	1.0	1.0	0.0	1.0
ccg	637.0	102.0	1.0	0.0	1.0	0.0
shooting	637.0	102.0	1.0	0.0	1.0	0.0
dfficult	637.0	102.0	1.0	0.0	1.0	0.0
not|thing	637.0	102.0	5.0	1.0	0.0	0.0
mejore	637.0	102.0	1.0	0.0	1.0	0.0
pick	637.0	102.0	27.0	0.0	1.0	0.0
teh	637.0	102.0	1.0	0.0	1.0	0.0
ten	637.0	102.0	4.0	0.0	1.0	0.0
not|reasonable	637.0	102.0	0.0	1.0	0.0	1.0
not|water	637.0	102.0	2.0	2.0	0.0	1.0
energy	637.0	102.0	1.0	0.0	1.0	0.0
embossed	637.0	102.0	0.0	1.0	0.0	1.0
solid	637.0	102.0	10.0	1.0	0.0	0.0
notably	637.0	102.0	1.0	0.0	1.0	0.0
investment	637.0	102.0	3.0	1.0	0.0	0.0
require	637.0	102.0	4.0	1.0	0.0	0.0
scratch	637.0	102.0	4.0	0.0	1.0	0.0
circular	637.0	102.0	0.0	2.0	0.0	1.0
size	637.0	102.0	202.0	22.0	0.0	0.0
left	637.0	102.0	3.0	3.0	0.0	1.0
protective	637.0	102.0	4.0	0.0	1.0	0.0
avid	637.0	102.0	1.0	0.0	1.0	0.0
object	637.0	102.0	5.0	0.0	1.0	0.0
poorly	637.0	102.0	0.0	1.0	0.0	1.0
hang	637.0	102.0	2.0	1.0	0.0	1.0
role	637.0	102.0	1.0	0.0	1.0	0.0
roll	637.0	102.0	1.0	1.0	0.0	1.0
turn	637.0	102.0	9.0	1.0	0.0	0.0
not|dealer	637.0	102.0	0.0	1.0	0.0	1.0
destroyer	637.0	102.0	1.0	0.0	1.0	0.0
result	637.0	102.0	2.0	2.0	0.0	1.0
golf	637.0	102.0	2.0	0.0	1.0	0.0
not|feeling	637.0	102.0	1.0	0.0	1.0	0.0
mindy	637.0	102.0	1.0	0.0	1.0	0.0
makita	637.0	102.0	0.0	1.0	0.0	1.0
hand	637.0	102.0	301.0	62.0	0.0	0.0
policy	637.0	102.0	0.0	1.0	0.0	1.0
address	637.0	102.0	2.0	0.0	1.0	0.0
salt	637.0	102.0	1.0	0.0	1.0	0.0
not|slightly	637.0	102.0	1.0	0.0	1.0	0.0
not|short	637.0	102.0	2.0	0.0	1.0	0.0
blood	637.0	102.0	2.0	0.0	1.0	0.0
neighbor	637.0	102.0	1.0	0.0	1.0	0.0
gripping	637.0	102.0	1.0	0.0	1.0	0.0
straight	637.0	102.0	2.0	0.0	1.0	0.0
not|people	637.0	102.0	4.0	0.0	1.0	0.0
sale	637.0	102.0	3.0	0.0	1.0	0.0
police	637.0	102.0	1.0	0.0	1.0	0.0
outdoors	637.0	102.0	1.0	0.0	1.0	0.0
throw	637.0	102.0	6.0	1.0	0.0	0.0
obvious	637.0	102.0	2.0	0.0	1.0	0.0
thank	637.0	102.0	4.0	0.0	1.0	0.0
not|deal	637.0	102.0	5.0	0.0	1.0	0.0
surgery	637.0	102.0	2.0	0.0	1.0	0.0
