nicely	668.0	92.0	7.0	0.0	1.0	0.0
prepare	668.0	92.0	3.0	1.0	0.0	1.0
instep	668.0	92.0	6.0	1.0	0.0	0.0
reuse	668.0	92.0	1.0	0.0	0.0	0.0
half	668.0	92.0	28.0	1.0	1.0	0.0
fifty	668.0	92.0	1.0	0.0	0.0	0.0
not|honestly	668.0	92.0	0.0	1.0	0.0	1.0
discourage	668.0	92.0	1.0	1.0	0.0	1.0
havianna	668.0	92.0	1.0	0.0	0.0	0.0
not|typically	668.0	92.0	1.0	0.0	0.0	0.0
not|thing	668.0	92.0	6.0	3.0	0.0	1.0
pretend	668.0	92.0	1.0	0.0	0.0	0.0
orthopedic	668.0	92.0	1.0	0.0	0.0	0.0
pick	668.0	92.0	6.0	0.0	1.0	0.0
ten	668.0	92.0	4.0	1.0	0.0	0.0
not|reasonable	668.0	92.0	1.0	0.0	0.0	0.0
not|water	668.0	92.0	6.0	0.0	1.0	0.0
solid	668.0	92.0	17.0	0.0	1.0	0.0
gabriel	668.0	92.0	1.0	0.0	0.0	0.0
investment	668.0	92.0	2.0	1.0	0.0	1.0
require	668.0	92.0	6.0	1.0	0.0	0.0
pikolinos	668.0	92.0	1.0	0.0	0.0	0.0
moose	668.0	92.0	1.0	0.0	0.0	0.0
pice	668.0	92.0	1.0	0.0	0.0	0.0
amaerican	668.0	92.0	1.0	0.0	0.0	0.0
size	668.0	92.0	190.0	42.0	0.0	0.0
left	668.0	92.0	6.0	4.0	0.0	1.0
protective	668.0	92.0	3.0	0.0	1.0	0.0
nusery	668.0	92.0	1.0	0.0	0.0	0.0
sideways	668.0	92.0	0.0	1.0	0.0	1.0
avid	668.0	92.0	2.0	0.0	1.0	0.0
object	668.0	92.0	1.0	0.0	0.0	0.0
poorly	668.0	92.0	0.0	1.0	0.0	1.0
bogus	668.0	92.0	0.0	2.0	0.0	1.0
hang	668.0	92.0	3.0	2.0	0.0	1.0
not|groove	668.0	92.0	1.0	0.0	0.0	0.0
not|indestructable	668.0	92.0	1.0	0.0	0.0	0.0
roll	668.0	92.0	0.0	1.0	0.0	1.0
turn	668.0	92.0	2.0	1.0	0.0	1.0
grumpy	668.0	92.0	1.0	0.0	0.0	0.0
result	668.0	92.0	3.0	0.0	1.0	0.0
not|feeling	668.0	92.0	2.0	0.0	1.0	0.0
wreak	668.0	92.0	1.0	0.0	0.0	0.0
not|tennis	668.0	92.0	1.0	0.0	0.0	0.0
flip	668.0	92.0	77.0	3.0	1.0	0.0
hiker	668.0	92.0	3.0	0.0	1.0	0.0
connect	668.0	92.0	2.0	1.0	0.0	1.0
not|picky	668.0	92.0	0.0	1.0	0.0	1.0
hand	668.0	92.0	11.0	0.0	1.0	0.0
policy	668.0	92.0	0.0	5.0	0.0	1.0
rebuild	668.0	92.0	1.0	0.0	0.0	0.0
salt	668.0	92.0	2.0	2.0	0.0	1.0
not|floor	668.0	92.0	3.0	0.0	1.0	0.0
posture	668.0	92.0	1.0	0.0	0.0	0.0
not|short	668.0	92.0	0.0	1.0	0.0	1.0
towed	668.0	92.0	1.0	0.0	0.0	0.0
blood	668.0	92.0	0.0	2.0	0.0	1.0
not|escape	668.0	92.0	1.0	0.0	0.0	0.0
not|prettiest	668.0	92.0	1.0	0.0	0.0	0.0
straight	668.0	92.0	3.0	1.0	0.0	1.0
not|people	668.0	92.0	1.0	2.0	0.0	1.0
sale	668.0	92.0	16.0	0.0	1.0	0.0
outdoors	668.0	92.0	4.0	0.0	1.0	0.0
throw	668.0	92.0	6.0	2.0	0.0	0.0
tropics	668.0	92.0	1.0	0.0	0.0	0.0
thank	668.0	92.0	15.0	0.0	1.0	0.0
not|rugged	668.0	92.0	1.0	0.0	0.0	0.0
information	668.0	92.0	0.0	1.0	0.0	1.0
not|deal	668.0	92.0	3.0	1.0	0.0	1.0
surgery	668.0	92.0	4.0	0.0	1.0	0.0
resolve	668.0	92.0	1.0	0.0	0.0	0.0
thy	668.0	92.0	0.0	1.0	0.0	1.0
shoals	668.0	92.0	0.0	1.0	0.0	1.0
good	668.0	92.0	120.0	11.0	0.0	0.0
obese	668.0	92.0	0.0	1.0	0.0	1.0
suede	668.0	92.0	9.0	3.0	0.0	0.0
empty	668.0	92.0	3.0	0.0	1.0	0.0
advil	668.0	92.0	1.0	0.0	0.0	0.0
not|kind	668.0	92.0	4.0	0.0	1.0	0.0
tie	668.0	92.0	7.0	0.0	1.0	0.0
fiance	668.0	92.0	1.0	0.0	0.0	0.0
not|wander	668.0	92.0	1.0	0.0	0.0	0.0
not|concern	668.0	92.0	1.0	0.0	0.0	0.0
serious	668.0	92.0	6.0	0.0	1.0	0.0
tip	668.0	92.0	3.0	0.0	1.0	0.0
cosmetic	668.0	92.0	1.0	0.0	0.0	0.0
not|concert	668.0	92.0	1.0	0.0	0.0	0.0
not|cave	668.0	92.0	1.0	0.0	0.0	0.0
laugh	668.0	92.0	0.0	2.0	0.0	1.0
not|fragrance	668.0	92.0	2.0	0.0	1.0	0.0
deform	668.0	92.0	0.0	1.0	0.0	1.0
erode	668.0	92.0	1.0	0.0	0.0	0.0
check	668.0	92.0	6.0	1.0	0.0	0.0
walker	668.0	92.0	2.0	0.0	1.0	0.0
sand	668.0	92.0	20.0	0.0	1.0	0.0
subpar	668.0	92.0	0.0	1.0	0.0	1.0
not|means	668.0	92.0	0.0	1.0	0.0	1.0
not|dirty	668.0	92.0	1.0	0.0	0.0	0.0
elasticity	668.0	92.0	1.0	0.0	0.0	0.0
not|sierra	668.0	92.0	1.0	0.0	0.0	0.0
not|stylish	668.0	92.0	1.0	0.0	0.0	0.0
orthodic	668.0	92.0	1.0	0.0	0.0	0.0
not|keene	668.0	92.0	1.0	0.0	0.0	0.0
not|rest	668.0	92.0	1.0	0.0	0.0	0.0
not|painful	668.0	92.0	2.0	0.0	1.0	0.0
not|move	668.0	92.0	1.0	0.0	0.0	0.0
margarita	668.0	92.0	1.0	0.0	0.0	0.0
reinforcement	668.0	92.0	3.0	0.0	1.0	0.0
jetty	668.0	92.0	2.0	0.0	1.0	0.0
hard	668.0	92.0	22.0	6.0	0.0	0.0
fluffy	668.0	92.0	1.0	0.0	0.0	0.0
multiple	668.0	92.0	3.0	0.0	1.0	0.0
versatile	668.0	92.0	10.0	1.0	0.0	0.0
expose	668.0	92.0	3.0	0.0	1.0	0.0
room	668.0	92.0	5.0	0.0	1.0	0.0
not|keens	668.0	92.0	2.0	0.0	1.0	0.0
versus	668.0	92.0	1.0	0.0	0.0	0.0
better	668.0	92.0	56.0	6.0	0.0	0.0
not|specific	668.0	92.0	1.0	0.0	0.0	0.0
footprint	668.0	92.0	1.0	0.0	0.0	0.0
wakling	668.0	92.0	1.0	0.0	0.0	0.0
permit	668.0	92.0	1.0	0.0	0.0	0.0
well	668.0	92.0	121.0	14.0	0.0	0.0
forefoot	668.0	92.0	0.0	1.0	0.0	1.0
suitable	668.0	92.0	1.0	0.0	0.0	0.0
not|insole	668.0	92.0	1.0	0.0	0.0	0.0
bandaid	668.0	92.0	1.0	0.0	0.0	0.0
camping	668.0	92.0	6.0	0.0	1.0	0.0
gadget	668.0	92.0	1.0	0.0	0.0	0.0
not|add	668.0	92.0	1.0	0.0	0.0	0.0
not|care	668.0	92.0	3.0	1.0	0.0	1.0
not|cramp	668.0	92.0	1.0	0.0	0.0	0.0
not|develop	668.0	92.0	1.0	0.0	0.0	0.0
not|shot	668.0	92.0	1.0	0.0	0.0	0.0
not|show	668.0	92.0	5.0	0.0	1.0	0.0
flop	668.0	92.0	75.0	3.0	1.0	0.0
not|item	668.0	92.0	2.0	1.0	0.0	1.0
birkibuc	668.0	92.0	3.0	0.0	1.0	0.0
reservation	668.0	92.0	1.0	0.0	0.0	0.0
hate	668.0	92.0	8.0	2.0	0.0	0.0
not|suede	668.0	92.0	1.0	2.0	0.0	1.0
flow	668.0	92.0	1.0	0.0	0.0	0.0
order	668.0	92.0	111.0	17.0	0.0	0.0
therapist	668.0	92.0	1.0	0.0	0.0	0.0
distant	668.0	92.0	1.0	0.0	0.0	0.0
not|case	668.0	92.0	1.0	0.0	0.0	0.0
not|cushy	668.0	92.0	1.0	0.0	0.0	0.0
crazy	668.0	92.0	2.0	1.0	0.0	1.0
ensue	668.0	92.0	1.0	0.0	0.0	0.0
razor	668.0	92.0	1.0	0.0	0.0	0.0
not|hefty	668.0	92.0	1.0	0.0	0.0	0.0
women	668.0	92.0	3.0	3.0	0.0	1.0
woman	668.0	92.0	5.0	2.0	0.0	1.0
floridian	668.0	92.0	1.0	0.0	0.0	0.0
save	668.0	92.0	7.0	2.0	0.0	0.0
protection	668.0	92.0	24.0	1.0	1.0	0.0
toe	668.0	92.0	103.0	16.0	0.0	0.0
matter	668.0	92.0	4.0	2.0	0.0	1.0
trusty	668.0	92.0	1.0	0.0	0.0	0.0
frankly	668.0	92.0	0.0	2.0	0.0	1.0
ton	668.0	92.0	2.0	0.0	1.0	0.0
conjunction	668.0	92.0	1.0	0.0	0.0	0.0
tom	668.0	92.0	0.0	1.0	0.0	1.0
top	668.0	92.0	26.0	4.0	0.0	0.0
smidgen	668.0	92.0	1.0	0.0	0.0	0.0
noise	668.0	92.0	1.0	1.0	0.0	1.0
floss	668.0	92.0	1.0	0.0	0.0	0.0
shorts	668.0	92.0	4.0	0.0	1.0	0.0
toy	668.0	92.0	2.0	0.0	1.0	0.0
product	668.0	92.0	78.0	16.0	0.0	0.0
question	668.0	92.0	1.0	0.0	0.0	0.0
lover	668.0	92.0	1.0	0.0	0.0	0.0
premier	668.0	92.0	1.0	1.0	0.0	1.0
not|report	668.0	92.0	1.0	0.0	0.0	0.0
biking	668.0	92.0	4.0	0.0	1.0	0.0
not|kill	668.0	92.0	1.0	0.0	0.0	0.0
cheap	668.0	92.0	7.0	4.0	0.0	1.0
produce	668.0	92.0	1.0	0.0	0.0	0.0
picture	668.0	92.0	7.0	3.0	0.0	1.0
warmer	668.0	92.0	4.0	0.0	1.0	0.0
yourselve	668.0	92.0	1.0	0.0	0.0	0.0
regard	668.0	92.0	2.0	1.0	0.0	1.0
newports	668.0	92.0	4.0	0.0	1.0	0.0
indestructable	668.0	92.0	1.0	0.0	0.0	0.0
not|average	668.0	92.0	0.0	1.0	0.0	1.0
overly	668.0	92.0	0.0	1.0	0.0	1.0
unreasonable	668.0	92.0	0.0	1.0	0.0	1.0
thousand	668.0	92.0	1.0	0.0	0.0	0.0
not|larger	668.0	92.0	1.0	0.0	0.0	0.0
not|camp	668.0	92.0	1.0	0.0	0.0	0.0
con	668.0	92.0	5.0	0.0	1.0	0.0
minor	668.0	92.0	7.0	0.0	1.0	0.0
traveler	668.0	92.0	1.0	0.0	0.0	0.0
hotcake	668.0	92.0	1.0	0.0	0.0	0.0
not|satisfy	668.0	92.0	1.0	0.0	0.0	0.0
not|odor	668.0	92.0	2.0	0.0	1.0	0.0
identical	668.0	92.0	2.0	0.0	1.0	0.0
not|extend	668.0	92.0	0.0	1.0	0.0	1.0
biggest	668.0	92.0	2.0	0.0	1.0	0.0
coral	668.0	92.0	3.0	0.0	1.0	0.0
defective	668.0	92.0	2.0	3.0	0.0	1.0
function	668.0	92.0	3.0	0.0	1.0	0.0
not|lesser	668.0	92.0	1.0	0.0	0.0	0.0
not|admit	668.0	92.0	0.0	1.0	0.0	1.0
raise	668.0	92.0	2.0	0.0	1.0	0.0
not|enjoy	668.0	92.0	1.0	0.0	0.0	0.0
lat	668.0	92.0	1.0	0.0	0.0	0.0
pigeon	668.0	92.0	1.0	0.0	0.0	0.0
not|happen	668.0	92.0	5.0	1.0	0.0	0.0
surfer	668.0	92.0	1.0	0.0	0.0	0.0
law	668.0	92.0	1.0	0.0	0.0	0.0
comparison	668.0	92.0	2.0	0.0	1.0	0.0
lay	668.0	92.0	1.0	0.0	0.0	0.0
techsun	668.0	92.0	1.0	0.0	0.0	0.0
plenty	668.0	92.0	2.0	2.0	0.0	1.0
christmas	668.0	92.0	10.0	3.0	0.0	0.0
not|mold	668.0	92.0	1.0	0.0	0.0	0.0
adventure	668.0	92.0	4.0	0.0	1.0	0.0
not|walking	668.0	92.0	2.0	1.0	0.0	1.0
condition	668.0	92.0	13.0	0.0	1.0	0.0
anew	668.0	92.0	2.0	0.0	1.0	0.0
binge	668.0	92.0	1.0	0.0	0.0	0.0
improve	668.0	92.0	4.0	3.0	0.0	1.0
not|confinable	668.0	92.0	1.0	0.0	0.0	0.0
ceremony	668.0	92.0	1.0	0.0	0.0	0.0
rougher	668.0	92.0	1.0	0.0	0.0	0.0
gucci	668.0	92.0	1.0	0.0	0.0	0.0
aeta	668.0	92.0	1.0	0.0	0.0	0.0
not|suffer	668.0	92.0	1.0	0.0	0.0	0.0
not|view	668.0	92.0	1.0	0.0	0.0	0.0
arizona	668.0	92.0	6.0	0.0	1.0	0.0
university	668.0	92.0	1.0	0.0	0.0	0.0
not|element	668.0	92.0	0.0	1.0	0.0	1.0
reorder	668.0	92.0	1.0	0.0	0.0	0.0
effective	668.0	92.0	1.0	0.0	0.0	0.0
haflinger	668.0	92.0	1.0	0.0	0.0	0.0
not|environment	668.0	92.0	0.0	1.0	0.0	1.0
similarly	668.0	92.0	0.0	1.0	0.0	1.0
not|duty	668.0	92.0	2.0	0.0	1.0	0.0
muscle	668.0	92.0	0.0	1.0	0.0	1.0
generous	668.0	92.0	1.0	0.0	0.0	0.0
direction	668.0	92.0	2.0	0.0	1.0	0.0
not|shoe	668.0	92.0	49.0	11.0	0.0	0.0
opening	668.0	92.0	1.0	0.0	0.0	0.0
not|shop	668.0	92.0	3.0	0.0	1.0	0.0
doctor	668.0	92.0	4.0	2.0	0.0	1.0
not|boot	668.0	92.0	2.0	0.0	1.0	0.0
stable	668.0	92.0	5.0	0.0	1.0	0.0
bonding	668.0	92.0	1.0	0.0	0.0	0.0
doggie	668.0	92.0	1.0	0.0	0.0	0.0
lining	668.0	92.0	2.0	0.0	1.0	0.0
harness	668.0	92.0	1.0	0.0	0.0	0.0
pillow	668.0	92.0	1.0	0.0	0.0	0.0
not|social	668.0	92.0	1.0	0.0	0.0	0.0
flops	668.0	92.0	3.0	0.0	1.0	0.0
sport	668.0	92.0	8.0	1.0	0.0	0.0
not|significant	668.0	92.0	1.0	0.0	0.0	0.0
not|previous	668.0	92.0	1.0	0.0	0.0	0.0
not|waste	668.0	92.0	0.0	2.0	0.0	1.0
attire	668.0	92.0	1.0	0.0	0.0	0.0
not|shoes	668.0	92.0	0.0	1.0	0.0	1.0
japan	668.0	92.0	1.0	0.0	0.0	0.0
expedition	668.0	92.0	1.0	0.0	0.0	0.0
pity	668.0	92.0	1.0	0.0	0.0	0.0
weatherproof	668.0	92.0	1.0	0.0	0.0	0.0
absorb	668.0	92.0	1.0	0.0	0.0	0.0
lee	668.0	92.0	1.0	0.0	0.0	0.0
supply	668.0	92.0	1.0	0.0	0.0	0.0
concern	668.0	92.0	3.0	0.0	1.0	0.0
leg	668.0	92.0	1.0	0.0	0.0	0.0
dinghy	668.0	92.0	3.0	0.0	1.0	0.0
stubble	668.0	92.0	1.0	0.0	0.0	0.0
not|sa	668.0	92.0	1.0	0.0	0.0	0.0
beautiful	668.0	92.0	5.0	0.0	1.0	0.0
mountain	668.0	92.0	6.0	0.0	1.0	0.0
not|reef	668.0	92.0	2.0	0.0	1.0	0.0
not|nail	668.0	92.0	1.0	0.0	0.0	0.0
prep	668.0	92.0	2.0	0.0	1.0	0.0
state	668.0	92.0	5.0	2.0	0.0	1.0
philippines	668.0	92.0	1.0	0.0	0.0	0.0
not|blood	668.0	92.0	0.0	1.0	0.0	1.0
soreness	668.0	92.0	0.0	1.0	0.0	1.0
night	668.0	92.0	6.0	0.0	1.0	0.0
loveable	668.0	92.0	1.0	0.0	0.0	0.0
pace	668.0	92.0	0.0	1.0	0.0	1.0
havent	668.0	92.0	1.0	0.0	0.0	0.0
pack	668.0	92.0	3.0	0.0	1.0	0.0
oppertunity	668.0	92.0	0.0	1.0	0.0	1.0
padded	668.0	92.0	3.0	0.0	1.0	0.0
europeans	668.0	92.0	1.0	0.0	0.0	0.0
offering	668.0	92.0	0.0	1.0	0.0	1.0
not|month	668.0	92.0	1.0	2.0	0.0	1.0
cup	668.0	92.0	1.0	0.0	0.0	0.0
not|shock	668.0	92.0	1.0	0.0	0.0	0.0
perfectly	668.0	92.0	23.0	2.0	0.0	0.0
cut	668.0	92.0	3.0	6.0	0.0	1.0
not|kick	668.0	92.0	1.0	0.0	0.0	0.0
not|require	668.0	92.0	2.0	0.0	1.0	0.0
not|affect	668.0	92.0	2.0	0.0	1.0	0.0
not|disappointing	668.0	92.0	1.0	0.0	0.0	0.0
tooooooo	668.0	92.0	0.0	1.0	0.0	1.0
moment	668.0	92.0	2.0	0.0	1.0	0.0
tear	668.0	92.0	4.0	2.0	0.0	1.0
