not|karma	633.0	88.0	1.0	0.0	0.0	0.0
nicely	633.0	88.0	16.0	1.0	1.0	0.0
prepare	633.0	88.0	1.0	0.0	0.0	0.0
flashier	633.0	88.0	1.0	0.0	0.0	0.0
half	633.0	88.0	8.0	1.0	0.0	0.0
not|wearable	633.0	88.0	0.0	1.0	0.0	1.0
resemble	633.0	88.0	1.0	0.0	0.0	0.0
hall	633.0	88.0	1.0	0.0	0.0	0.0
not|receive	633.0	88.0	3.0	4.0	0.0	1.0
not|typically	633.0	88.0	1.0	0.0	0.0	0.0
not|thing	633.0	88.0	6.0	1.0	0.0	0.0
halo	633.0	88.0	0.0	1.0	0.0	1.0
not|forget	633.0	88.0	1.0	0.0	0.0	0.0
tea	633.0	88.0	1.0	0.0	0.0	0.0
not|hurt	633.0	88.0	1.0	0.0	0.0	0.0
pick	633.0	88.0	5.0	0.0	1.0	0.0
graduation	633.0	88.0	2.0	0.0	1.0	0.0
teh	633.0	88.0	2.0	0.0	1.0	0.0
not|extra	633.0	88.0	1.0	1.0	0.0	1.0
not|folk	633.0	88.0	1.0	0.0	0.0	0.0
ten	633.0	88.0	1.0	0.0	0.0	0.0
ammount	633.0	88.0	1.0	0.0	0.0	0.0
not|water	633.0	88.0	1.0	0.0	0.0	0.0
sister	633.0	88.0	9.0	1.0	0.0	0.0
atendio	633.0	88.0	1.0	0.0	0.0	0.0
solid	633.0	88.0	12.0	1.0	0.0	0.0
welding	633.0	88.0	2.0	0.0	1.0	0.0
switzerland	633.0	88.0	1.0	0.0	0.0	0.0
not|shipper	633.0	88.0	1.0	0.0	0.0	0.0
investment	633.0	88.0	1.0	0.0	0.0	0.0
scratch	633.0	88.0	14.0	2.0	0.0	0.0
require	633.0	88.0	1.0	0.0	0.0	0.0
analysis	633.0	88.0	1.0	0.0	0.0	0.0
uncomparable	633.0	88.0	1.0	0.0	0.0	0.0
exactley	633.0	88.0	1.0	0.0	0.0	0.0
size	633.0	88.0	158.0	21.0	0.0	0.0
left	633.0	88.0	5.0	0.0	1.0	0.0
constatly	633.0	88.0	1.0	0.0	0.0	0.0
protective	633.0	88.0	2.0	0.0	1.0	0.0
rejoice	633.0	88.0	1.0	0.0	0.0	0.0
avid	633.0	88.0	1.0	0.0	0.0	0.0
wind	633.0	88.0	0.0	1.0	0.0	1.0
poorly	633.0	88.0	0.0	3.0	0.0	1.0
reordering	633.0	88.0	1.0	0.0	0.0	0.0
hang	633.0	88.0	2.0	0.0	1.0	0.0
yellow	633.0	88.0	1.0	2.0	0.0	1.0
misery	633.0	88.0	0.0	1.0	0.0	1.0
blur	633.0	88.0	1.0	0.0	0.0	0.0
turn	633.0	88.0	16.0	1.0	1.0	0.0
gold	633.0	88.0	22.0	4.0	0.0	0.0
result	633.0	88.0	1.0	0.0	0.0	0.0
not|coral	633.0	88.0	0.0	1.0	0.0	1.0
not|glance	633.0	88.0	1.0	1.0	0.0	1.0
not|realize	633.0	88.0	3.0	0.0	1.0	0.0
quiet	633.0	88.0	1.0	0.0	0.0	0.0
listing	633.0	88.0	1.0	0.0	0.0	0.0
flip	633.0	88.0	1.0	0.0	0.0	0.0
connect	633.0	88.0	3.0	0.0	1.0	0.0
comunidad	633.0	88.0	1.0	0.0	0.0	0.0
not|picky	633.0	88.0	1.0	0.0	0.0	0.0
hand	633.0	88.0	50.0	0.0	1.0	0.0
policy	633.0	88.0	3.0	1.0	0.0	1.0
resume	633.0	88.0	1.0	0.0	0.0	0.0
thant	633.0	88.0	1.0	0.0	0.0	0.0
address	633.0	88.0	1.0	0.0	0.0	0.0
not|slightly	633.0	88.0	1.0	1.0	0.0	1.0
not|fool	633.0	88.0	2.0	0.0	1.0	0.0
sharper	633.0	88.0	1.0	0.0	0.0	0.0
not|theif	633.0	88.0	1.0	0.0	0.0	0.0
neighbor	633.0	88.0	0.0	1.0	0.0	1.0
prettier	633.0	88.0	3.0	1.0	0.0	1.0
straight	633.0	88.0	1.0	0.0	0.0	0.0
wipe	633.0	88.0	1.0	0.0	0.0	0.0
not|people	633.0	88.0	2.0	0.0	1.0	0.0
subtle	633.0	88.0	1.0	0.0	0.0	0.0
sale	633.0	88.0	5.0	1.0	0.0	0.0
photograph	633.0	88.0	0.0	1.0	0.0	1.0
police	633.0	88.0	1.0	0.0	0.0	0.0
blue	633.0	88.0	14.0	0.0	1.0	0.0
throw	633.0	88.0	0.0	1.0	0.0	1.0
exciting	633.0	88.0	1.0	0.0	0.0	0.0
thj	633.0	88.0	1.0	0.0	0.0	0.0
thank	633.0	88.0	30.0	0.0	1.0	0.0
not|nicer	633.0	88.0	0.0	1.0	0.0	1.0
obvious	633.0	88.0	0.0	1.0	0.0	1.0
infinity	633.0	88.0	2.0	0.0	1.0	0.0
definatley	633.0	88.0	1.0	0.0	0.0	0.0
not|deal	633.0	88.0	3.0	0.0	1.0	0.0
facet	633.0	88.0	1.0	0.0	0.0	0.0
wrap	633.0	88.0	1.0	0.0	0.0	0.0
standard	633.0	88.0	2.0	0.0	1.0	0.0
shinier	633.0	88.0	1.0	0.0	0.0	0.0
correct	633.0	88.0	8.0	3.0	0.0	1.0
resolve	633.0	88.0	1.0	0.0	0.0	0.0
